Id,City,Name,Address,Coordinates,StateCode
1198,Manitou Springs,Savelli's,301 Manitou Ave,[38.85652] [-104.899019],CO
1199,Manteca,Jack's Pizza Cafe,1223 W Yosemite Ave,[37.7982] [-121.2367],CA
1200,Manteca,Mountain Mike's Pizza,1120 N Main St,[37.8124] [-121.217],CA
1201,Marco Island,Italian Deli Market,247 1/2 N. Collier Blvd.,[25.943006] [-81.732273],FL
1202,Marianna,Hungry Howie's Pizza,4470 Lafayette St,[30.774016] [-85.223161],FL
1203,Maricopa,Brooklyn Boys Italian Restaurant,20800 N John Wayne Pkwy Ste 118,[33.068796] [-112.047192],AZ
1204,Marietta,Marietta Pizza Company,3901 Mary Eliza Trace,[33.966886] [-84.665362],GA
1205,Marietta,Kouzina Christos,1433 Terrel Mill Rd,[33.91637] [-84.467208],GA
1206,Marietta,Rosas Pizza,3605 Sandy Plains Rd,[34.03777] [-84.46465],GA
1207,Marietta,Brixx Wood Fired Pizza,4475 Roswell Rd,[33.987059] [-84.421051],GA
1208,Marietta,Johnny's New York Style Pizza,4880 Lower Roswell Rd,[33.96596] [-84.40928],GA
1209,Marion,Pizza King,1212 N Baldwin Ave,[40.5733] [-85.6757],IN
1210,Marion,Zoey's Pizza,690 10th St,[42.033134] [-91.599388],IA
1211,Marlette,Beagios Pizza,3003 Main St,[43.327908] [-83.079753],MI
1212,Marshall,Mazzio's Pizza,990 S Odell Ave,[39.1114] [-93.1948],MO
1213,Marshall,Gucci's Pizza,206 E End Blvd S,[32.54415] [-94.34997],TX
1214,Martinsburg,Kings New York Pizza - Martinsburg,313 Rock Cliff Dr,[39.47326262] [-77.97060544],WV
1215,Mary Esther,County Line Pizza & Side Walk Cafe,433 Page Bacon Rd,[30.41922955] [-86.65411528],FL
1216,Maryville,Casey's Carry Out Pizza,1520 N Main St,[40.3593] [-94.8731],MO
1217,Mason,Pizano's Pizza,302 S Cedar St,[42.57974] [-84.45286],MI
1218,Maspeth,Labella Mariella Pizzeria,6061 Fresh Pond Rd,[40.71536] [-73.90137],NY
1219,Maspeth,Three Sons Pizzeria,5729 61st St,[40.72217] [-73.904366],NY
1220,Massapequa,Calda,19 Hicksville Rd,[40.667307] [-73.475064],NY
1221,Matthews,Espositos Pizzeria,1381 Chestnut Ln,[35.068819] [-80.701165],NC
1222,Maumelle,U.S. Pizza Co.,109 Commons Dr,[34.84839] [-92.405876],AR
1223,McAllen,Double Dave's Pizza,7700 N 10th St,[26.272909] [-98.21736574],TX
1224,McDonough,Johnny's Pizza,24 Old Jackson Rd,[33.42767927] [-84.09800905],GA
1225,McKeesport,Pizza Hut,406 Lysle Blvd,[40.351733] [-79.863189],PA
1226,McKeesport,Veltre's Pizza of White Oak,2812 State St,[40.35253] [-79.821489],PA
1227,McKinney,Palio's Pizza Cafe,6405 Eldorado Pkwy,[33.17351] [-96.70048],TX
1228,McKinney,Papa John's Pizza,2310 Virginia Pkwy,[33.198826] [-96.642706],TX
1229,Mebane,Martinho's Bakery & Deli & Pizza,106 W Clay St,[36.09714455] [-79.26787878],NC
1230,Mechanicsburg,JoJos Pizza Pasta,107 W Main St,[40.212503] [-77.01056],PA
1231,Mechanicsburg,Al's Pizza Subs,6581 Carlisle Pike,[40.24537] [-77.03323],PA
1232,Media,Double Decker Pizza,415 E Baltimore Ave,[39.915926] [-75.382577],PA
1233,Melbourne,Sbarro,1700 W New Haven Ave,[28.079061] [-80.649288],FL
1234,Melbourne,Ferrara Pizza & Pasta,4270 Minton Rd,[28.03679] [-80.67277],FL
1235,Melville,Sbarro,401 Broadhollow Rd,[40.795179] [-73.410693],NY
1236,Melville,Victors Pizza Pasta House,712 Walt Whitman Rd,[40.804446] [-73.409936],NY
1237,Memphis,Lost Pizza Co Memphis TN,2855 Poplar Ave,[35.133587] [-89.966259],TN
1238,Mentor,Little Caesars Pizza,7488 Mentor Ave,[41.654779] [-81.373598],OH
1239,Mercer Island,Tuscan Stone Pizza,2885 78th Ave SE,[47.609948] [-122.201855],WA
1240,Mercersburg,Romeo's,66 Church St,[39.830639] [-77.900885],PA
1241,Merrick,Roma Pizza,53 Merrick Ave,[40.6652] [-73.5531],NY
1242,Merrick,Via Roma,1764 Merrick Ave,[40.6751] [-73.5574],NY
1243,Merrick,Milos Ristorante,2162 Merrick Mall,[40.66634518] [-73.55124868],NY
1244,Mesa,Peter Piper Pizza,9047 E. Baseline Rd.,[33.378746] [-111.638521],AZ
1245,Mesa,Hungry Howies Pizza,3614 East Southern Ave,[33.395303] [-111.752904],AZ
1246,Mesa,Barro's Pizza,1545 S Power Rd,[33.388018] [-111.683937],AZ
1247,Mesa,Barro's Pizza,1113 S Signal Butte Rd,[33.3951] [-111.597641],AZ
1248,Mesa,Barro's Pizza,2711 S Alma School Rd,[33.365251] [-111.859094],AZ
1249,Mesa,Barro's Pizza,1066 N Power Rd,[33.435691] [-111.684866],AZ
1250,Mesa,Little Caesar's Pizza,2754 E Mckellips Rd,[33.452128] [-111.771201],AZ
1251,Mesa,Venezia's Pizzeria,5057 E McKellips Rd,[33.451853] [-111.721665],AZ
1252,Mesa,Streets Of New York,1959 S Signal Butte Rd,[33.379707] [-111.60158],AZ
1253,Mesa,Sourdough Pizza,7440 E Main St,[33.4167202] [-111.6705751],AZ
1254,Mesa,Buono's New York Style Pizza,2023 W Guadalupe Rd,[33.36293641] [-111.8774486],AZ
1255,Mesquite,Pizza Inn,3315 N Town East Blvd,[32.801954] [-96.646622],TX
1256,Mesquite,Joe's Pizza Italian Grill,910 Tripp Rd,[32.79769] [-96.6104],TX
1257,Metairie,Zitas Pizzeria,2221 Transcontinental Dr,[29.995508] [-90.192205],LA
1258,Miami,Romans Pizzeria,391 N Royal Poinciana Blvd,[25.826305] [-80.287501],FL
1259,Miami,La Montanara Restaurant,18851 NE 29th Ave Ste 102,[25.950503] [-80.141549],FL
1260,Miami,Piccolo Pizza,2104 NE 123rd St,[25.889187] [-80.156527],FL
1261,Miami,Rotelli,11401 NW 12th St,[25.78699] [-80.380866],FL
1262,Miami,Mr Noodles Pizza,2530 NE Miami Gardens Dr,[25.947253] [-80.15059],FL
1263,Miami,Old World Pizza,15794 SW 56th St,[25.713001] [-80.448768],FL
1264,Miami,Leo's Pizza,6720 Coral Way,[25.747757] [-80.304247],FL
1265,Miami,Sir Pizza,12562 SW 120th St,[25.656882] [-80.390947],FL
1266,Miami,Tutto Pizza,1763 SW 3rd Ave,[25.760621] [-80.200409],FL
1267,Miami,Steve's Pizza,12010 Biscayne Blvd,[25.886964] [-80.164475],FL
1268,Miami Beach,Groovys Pizza,921 Washington Ave,[25.779851] [-80.132911],FL
1269,Miami Beach,Spris,731 Lincoln Rd,[25.790641] [-80.136136],FL
1270,Miami Beach,DECO Pizza,1249 Washington Ave,[25.783774] [-80.132097],FL
1271,Miami Beach,I Love Pizza,7105 Collins Ave,[25.856428] [-80.120492],FL
1272,Miami Beach,Fratelli La Bufala,437 Washington Ave,[25.774303] [-80.13401],FL
1273,Miami Beach,Groovy's Pizza,332 Lincoln Rd,[25.790684] [-80.13141],FL
1274,Michigan City,Albanos Villa,1612 Franklin St,[41.707275] [-86.896541],IN
1275,Middle Village,Phillies Pizza,74-02 Eliot Ave,[40.721953] [-73.885429],NY
1276,Middletown,Pats Pizza,311 N Broad St,[39.452627] [-75.717276],DE
1277,Middletown,Bruno's Pizza,6752 Cincinnati Dayton Rd,[39.38068] [-84.37553],OH
1278,Midland,Sbarro,6800 Eastman Ave,[43.658034] [-84.247154],MI
1279,Midlothian,A New York Slice,133 Browns Way Rd,[37.501901] [-77.638267],VA
1280,Midlothian,Papa John's Pizza,6633 Lake Harbour Dr,[37.4051] [-77.671],VA
1281,Midvale,Big Daddys Pizza,7669 S 700 E,[40.611632] [-111.87117],UT
1282,Milan,Pagalo's,119 1st Ave W,[41.453409] [-90.567951],IL
1283,Millsboro,Pizza King,28632 DuPont Blvd,[38.576621] [-75.288572],DE
1284,Millwood,Tonino Pizzeria Contorni,238 Saw Mill River Rd,[41.18839] [-73.802983],NY
1285,Milpitas,Pizza Box,1253 Jacklin Rd,[37.4478] [-121.8878],CA
1286,Milwaukee,Organ Piper Pizza Palace,4353 S 108th St,[42.965297] [-88.048488],WI
1287,Milwaukee,Rocky Rococo,7600 W Capitol Dr,[43.090434] [-88.008929],WI
1288,Milwaukee,Alphonsos,1119 S 108th St,[43.019495] [-88.047506],WI
1289,Milwaukee,Nypd,231 E North Ave,[43.0602] [-87.9086],WI
1290,Milwaukee,Rocky Rococo,5900 N Port Washington Rd,[43.122832] [-87.913369],WI
1291,Milwaukee,Classic Slice,2797 S Kinnickinnic Ave,[42.994076] [-87.893369],WI
1292,Milwaukee,Rocky Rococo,11319 W Bluemound Rd,[43.035422] [-88.05455],WI
1293,Milwaukee,Rocky Rococo,4849 S Howell Ave,[42.955681] [-87.909792],WI
1294,Milwaukee,Rocky Rococo,2500 N Mayfair Rd,[43.063948] [-88.04333],WI
1295,Milwaukee,Marco's Pizza,6234 S 27th St,[42.93175] [-87.94862],WI
1296,Minneapolis,Mamas Bakery Pizza Salad Bar,800 Nicollet Mall,[44.975731] [-93.273408],MN
1297,Minneapolis,Papa Murphy's,7924 Highway 7,[44.936969] [-93.379939],MN
1298,Minneapolis,Pizza Lucé,800 W 66th St,[44.88345356] [-93.28989885],MN
1299,Minneapolis,Pizza Lucé,2200 E Franklin Ave,[44.96298599] [-93.240448],MN
1300,Mishawaka,Samuel Mancino's Italian Eatery,4304 Lincolnway E,[41.66354] [-86.11193],IN
1301,Mission,Godfather's Pizza,7002 Johnson Dr,[39.022612] [-94.666323],KS
1302,Missoula,Papa John's Pizza,3100 Brooks St,[46.8423] [-114.0271],MT
1303,Missouri City,Centercourt Pizza & Brew,7425 Texas 6,[29.5514188] [-95.5514926],TX
1304,Mocksville,Papa John's Pizza,1112 Yadkinville Rd,[35.9121] [-80.581],NC
1305,Modesto,Michael's Pizza,500 N Carpenter Rd,[37.643861] [-121.029972],CA
1306,Monroe,Big Mikes Pizza And Pasta,554 State Route 17M,[41.321164] [-74.181577],NY
1307,Montauk,Pizza Village,700 Montauk Hwy,[41.03342] [-71.94617],NY
1308,Montgomery,Papa John's Pizza,18442 Highway 105 W,[30.3799] [-95.6468],TX
1309,Morgan Hill,Hang Ten Pizza & Pasta,17020 Condit Rd,[37.13361] [-121.63039],CA
1310,Morgantown,Colasessanos,6120 Mid Atlantic Dr,[39.647892] [-79.89107],WV
1311,Morgantown,Milanos Pizza,2 Brookstone Plz,[39.628133] [-79.933048],WV
1312,Morrisville,Francos Tomato Pies,175 S Main St,[40.236428] [-74.83164],PA
1313,Morrisville,Rosati's,3605 Davis Dr,[35.82115846] [-78.84954779],NC
1314,Morton Grove,Pequod's Pizzeria,8520 Fernald Ave,[42.03621622] [-87.782626],IL
1315,Mount Gretna,Mt Gretna Pizzeria,117 Timber Rd,[40.249] [-76.4709],PA
1316,Mount Joy,DiMaria's Pizza & Italian Kitchen,759 E Main St,[40.10937] [-76.48603],PA
1317,Mount Orab,LaRosa's Pizzeria,114 Glover Dr,[39.044054] [-83.9213],OH
1318,Mount Pleasant,Pisanellos Pizza,110 N Main St,[43.604819] [-84.776472],MI
1319,Mount Pleasant,Mancino's Italian Eatery,4152 E Blue Grass Rd,[43.57533] [-84.762901],MI
1320,Mount Pleasant,A Dough Re Mi,2700 N Highway 17,[32.85493178] [-79.80395794],SC
1321,Mount Prospect,Canta Napoli Pizzeria & Ristorante,90 E Busse Ave,[42.06443682] [-87.93555074],IL
1322,Mount Prospect,Salerno's,1716 E Kensington Rd,[42.08105825] [-87.90684268],IL
1323,Mount Vernon,Joe's Fleetwood Pizzeria,9 Broad St,[40.92622434] [-73.83640766],NY
1324,Mount Vernon,Alger's Pizza Palace,106 1st St SW,[41.9222] [-91.4171],IA
1325,Mountain View,Maldonados Pizzeria,615 S Rengstorff Ave,[37.396412] [-122.100992],CA
1326,Mukilteo,Lombardos Pizzeria,10809 Mukilteo Speedway Ste B,[47.899993] [-122.291503],WA
1327,Muncie,Greeks Pizzeria The Village,1600 W University Ave,[40.197744] [-85.404635],IN
1328,Muncie,Papa John's Pizza,2123 S Madison St,[40.176175] [-85.381678],IN
1329,Murrieta,Bob's Murrieta Pizza Co.,41539 Kalmia St,[33.56134] [-117.2118886],CA
1330,Murrieta,Big Cheese,41070 California Oaks Rd,[33.56399219] [-117.2037489],CA
1331,Muskegon,Happys Pizza,1701 E Apple Ave,[43.2339] [-86.201283],MI
1332,Muskegon,Bernie O's Pizza,321 Center St,[43.2626] [-86.2624],MI
1333,Muskegon,Mr. Scribs (Apple Ave.),6826 E Apple Ave,[43.23524318] [-86.0767597],MI
1334,Myrtle Beach,Ultimate California Pizza,1502 Highway 17 N,[33.623753] [-78.970276],SC
1335,Myrtle Beach,Chicago Pizza,665 Highway 17 S,[33.608058] [-78.985334],SC
1336,Myrtle Beach,New York Pizza And Deli,6613 N Kings Hwy,[33.739373] [-78.828178],SC
1337,Nacogdoches,Mazzio's Pizza,1133 N University Dr,[31.611437] [-94.640021],TX
1338,Naples,Naples Pizza,6014 Radio Rd,[26.1539] [-81.74],FL
1339,Naples,Napoli On The Bay,820 12th Ave S,[26.13263] [-81.794716],FL
1340,Narberth,Italian Delight,940 Montgomery Ave,[40.0118] [-75.2617],PA
1341,Nashville,Obies Pizza,2217 Elliston Pl,[36.151254] [-86.804068],TN
1342,Nashville,Pizza Perfect,341 Clofton Dr,[36.063827] [-86.939213],TN
1343,Nashville,Sir Pizza,7648 US70s,[36.079045] [-86.95217],TN
1344,Nashville,Sicilian Pizza & Pasta,905 Church St,[36.16096] [-86.78462],TN
1345,Nesconset,Giorgios Pizzeria and Italian Ristorante,224 Smithtown Blvd,[40.834299] [-73.149858],NY
1346,New Baltimore,Hungry Howies Pizza,30130 23 Mile Rd,[42.674001] [-82.805755],MI
1347,New Baltimore,Father And Son Pizzeria,50770 Gratiot Ave,[42.672687] [-82.832527],MI
1348,New Baltimore,Jet's Pizza,51100 D W Seaton Dr,[42.676405] [-82.774628],MI
1349,New Baltimore,Happy's Pizza,51170 Gratiot Ave,[42.676756] [-82.831551],MI
1350,New Berlin,Crossroads II,13976 W Beloit Rd,[42.955455] [-88.08882],WI
1351,New Buffalo,Villa Nova Pizzeria,134 E Buffalo St,[41.79507] [-86.74201],MI
1352,New Castle,Pizza King,500 S Memorial Dr,[39.928051] [-85.381193],IN
1353,New City,New City Pizza,210 S Main St,[41.139813] [-73.98938],NY
1354,New City,Pakulas Pizza,257 S Little Tor Rd,[41.130974] [-74.001943],NY
1355,New Hope,Spatola's Pizza,86 S Main St,[40.361576] [-74.950386],PA
1356,New Hyde Park,Ninas Pizza Pasta,725 Hillside Ave,[40.742774] [-73.694985],NY
1357,New Lenox,Beggar's Pizza,650 W Maple St,[41.518184] [-87.981841],IL
1358,New Lenox,Little Joe's Pizza,1300 N Cedar Rd,[41.52983761] [-87.96601998],IL
1359,New Orleans,Theos Neighborhood Pizza,4024 Canal St,[29.974032] [-90.100317],LA
1360,New Orleans,Theos Neighborhood Pizza,4218 Magazine St,[29.920956] [-90.09964],LA
1361,New Orleans,New York Pizza,4416 Magazine St,[29.9205] [-90.1021],LA
1362,New Orleans,Ancora Pizzeria,4508 Freret St,[29.935144] [-90.1043],LA
1363,New Palestine,Mama Nitas,5040 W US Highway 52,[39.722914] [-85.89633],IN
1364,New Paltz,La Bella Pizza Bistro,194 Main St,[41.74558177] [-74.07830924],NY
1365,New Prague,Carbones Pizza Sports Bar New Prague,825 1st St SE,[44.543311] [-93.563329],MN
1366,New Rochelle,Townhouse Pizza,2 Anderson St,[40.90223679] [-73.7899944],NY
1367,New Smyrna Beach,Panheads Pizza,113 S Orange St,[29.023665] [-80.925125],FL
1368,New Smyrna Beach,Stavros Pizza,800 N Dixie Fwy,[29.03618] [-80.93236],FL
1369,New York,Salvos Pizzabar,1477 York Ave,[40.770825] [-73.95102],NY
1370,New York,East Broadway Pizza,181 E Broadway,[40.714197] [-73.989389],NY
1371,New York,Dona Bella Pizza,154 Church Steet,[40.71499] [-74.00785],NY
1372,New York,Famous Amadeus Pizza,616 Amsterdam Ave,[40.79013] [-73.973197],NY
1373,New York,Picasso Pizzeria,303 S End Ave,[40.710243] [-74.016011],NY
1374,New York,Pizza Da Solo,550 Madison Ave,[40.761467] [-73.973505],NY
1375,New York,Gruppo,98 Avenue B,[40.724745] [-73.981486],NY
1376,New York,Toms Delicious Pizza,3161 Broadway,[40.814833] [-73.958966],NY
1377,New York,Posto,310 2nd Ave,[40.734737] [-73.983049],NY
1378,New York,Giuseppes Pizza,341 Lexington Ave,[40.749753] [-73.97724],NY
1379,New York,Joey Pepperonis Pizza,381 Broadway,[40.71812] [-74.003042],NY
1380,New York,Pizza Petes,528 Columbus Ave,[40.786197] [-73.972401],NY
1381,New York,Famous Original Rays Pizza,831 7th Ave,[40.763358] [-73.981742],NY
1382,New York,iPizzaNY,707 9th Ave,[40.7625] [-73.989635],NY
1383,New York,Abitinos Pizzeria,936 2nd Ave,[40.754666] [-73.968762],NY
1384,New York,Grandpas Brick Oven Pizza,4973 Broadway,[40.868215] [-73.919419],NY
1385,New York,Grandmas Pizza,2551 Amsterdam Ave,[40.85149] [-73.928312],NY
1386,New York,Daniellos Pizzeria,70 W 95th St,[40.792047] [-73.967956],NY
1387,New York,Stromboli Pizza,83 Saint Marks Pl,[40.727691] [-73.985305],NY
1388,New York,Cafe Rustico II,35 W 35th St,[40.749732] [-73.985453],NY
1389,New York,Numero 28 Pizza,1431 1st Ave,[40.769293] [-73.954966],NY
1390,New York,Famous Original Rays Pizza,811 Lexington Ave,[40.764347] [-73.96657],NY
1391,New York,Little Italy Pizza,2 E 33rd St,[40.747689] [-73.984883],NY
1392,New York,Fiores Pizza,165 Bleecker St,[40.728772] [-74.000196],NY
1393,New York,Georges Pizza,726 W 181st St,[40.850546] [-73.937013],NY
1394,New York,Caesars Palace Pizzeria,493 Amsterdam Ave,[40.786215] [-73.976107],NY
1395,New York,Pastafina Pizza,388 3rd Ave,[40.7419] [-73.9812],NY
1396,New York,Artichoke Basilles Pizza Bar,114 10th Ave,[40.743986] [-74.006662],NY
1397,New York,La Trattoria,844 2nd Ave,[40.751755] [-73.970761],NY
1398,New York,Garlic New York Pizza Bar,629 2nd Ave,[40.745068] [-73.975666],NY
1399,New York,Mozzarellis,38 E 23rd St,[40.74069] [-73.987264],NY
1400,New York,Crispy pizza cafe,114 7th Ave,[40.740405] [-73.998386],NY
1401,New York,Solo Pizza NYC,27 Avenue B,[40.7222599] [-73.9829462],NY
1402,New York,Librettos Pizzeria,546 3rd Ave,[40.747196] [-73.977089],NY
1403,New York,Little Italy Pizza & Deli,180 Varick St,[40.727203] [-74.005386],NY
1404,New York,New York Sal's Pizza,696 10th Ave,[40.763737] [-73.99217],NY
1405,New York,Muzzarella Pizza,221 Avenue A,[40.730225] [-73.980782],NY
1406,New York,Harlem Pizza Co,135 W 116th St,[40.802822] [-73.951198],NY
1407,New York,Big Al's Chicago Style Pizza,9 Thames St,[40.708878] [-74.011925],NY
1408,New York,Two Boots West Village,201 W 11th Street,[40.736529] [-74.001229],NY
1409,New York,Roses Pizza Pasta,1 Penn Plz,[40.75116] [-73.992933],NY
1410,New York,Ben's Pizzeria,123 Macdougal St,[40.730377] [-74.00032],NY
1411,New York,Village Pizza,65 8th Ave,[40.739292] [-74.002769],NY
1412,New York,Lazzaras Pizza,221 W 38th St,[40.753906] [-73.989608],NY
1413,New York,T R Pizza,411 Amsterdam Ave,[40.783658] [-73.977987],NY
1414,New York,La Vera Pizza,922 2nd Ave,[40.754058] [-73.968909],NY
1415,New York,Grimaldi's,656 Avenue Of The Americas,[40.741064] [-73.993944],NY
1416,New York,Pomodoro Ristorante,51 Spring St,[40.722028] [-73.996423],NY
1417,New York,Famous Original Ray's Pizza,1827 2nd Ave,[40.783414] [-73.948014],NY
1418,New York,Belmora Pizza & Restaurant,139 E 57th St,[40.760937] [-73.969096],NY
1419,New York,Famous Original Ray's Pizza,736 7th Ave,[40.760351] [-73.983873],NY
1420,New York,Pastafina,876 Lexington Ave,[40.766337] [-73.965289],NY
1421,New York,John's of Bleecker Street,278 Bleecker St,[40.731674] [-74.003381],NY
1422,New York,Lil' Frankie's,19 1st Ave,[40.723668] [-73.988546],NY
1423,New York,Da Vinci Pizza,44 Water St,[40.703556] [-74.010011],NY
1424,New York,New York Pizza Suprema,413 8th Ave,[40.750052] [-73.995007],NY
1425,New York,Mariella Pizza,965 Lexington Ave,[40.76915] [-73.962822],NY
1426,New York,Royal Pizza,592 3rd Ave,[40.748789] [-73.976255],NY
1427,New York,Sutton Pizza and Gyro,1140 1st Ave,[40.761803] [-73.960159],NY
1428,New York,Lower East Side Pizza,181 E Broadway,[40.713863] [-73.9892],NY
1429,New York,Baker's Pizza,201 Avenue A,[40.729476] [-73.981244],NY
1430,New York,Sofia Pizza Shoppe,989 1st Ave,[40.756676] [-73.964348],NY
1431,New York,New Roma Pizza,116 Delancey St,[40.719181] [-73.987645],NY
1432,New York,Pizza 33,489 3rd Ave,[40.745149] [-73.978522],NY
1433,New York,Iggy's Pizzeria,173 1st Ave,[40.729121] [-73.984227],NY
1434,New York,Gotham Pizza,852 8th Ave,[40.763039] [-73.985387],NY
1435,New York,Scarr's Pizza,22 Orchard St,[40.715343] [-73.99139],NY
1436,New York,Pizza Stop,531 Malcolm X Blvd,[40.815278] [-73.940316],NY
1437,New York,Oxford Cafe,591 Lexington Ave,[40.757662] [-73.971498],NY
1438,New York,Hana's Pizza,1376 Lexington Ave,[40.782482] [-73.953384],NY
1439,New York,Champion Pizza SoHo,17 Cleveland Pl,[40.721542] [-73.997241],NY
1440,New York,Domino's Pizza,440 E 14th St,[40.73062] [-73.980941],NY
1441,New York,Pizza Beach,167 Orchard St,[40.721299] [-73.988744],NY
1442,New York,Pomodoro Pizza,14 Rector St,[40.707994] [-74.013647],NY
1443,New York,Little Italy Gourmet Pizza,11 Park Pl,[40.712779] [-74.008197],NY
1444,New York,Domino's Pizza,181 Church St,[40.715619] [-74.007053],NY
1445,New York,The Big Slice - 5th Ave,146 5th Ave,[40.739318] [-73.991254],NY
1446,New York,Pronto Pizza,62 W 48th St,[40.758351] [-73.980611],NY
1447,New York,Proto's Pizza,50 2nd Ave,[40.725307] [-73.989947],NY
1448,New York,Famous Famiglia,686 8th Ave,[40.758102] [-73.98905],NY
1449,New York,Pizza Haven,4942 Broadway,[40.867634] [-73.92087],NY
1450,New York,Inatteso Pizzabar Casano,28 West St,[40.70575] [-74.017],NY
1451,New York,Patsy's Pizzeria,206 E 60th St,[40.761856] [-73.965675],NY
1452,New York,Brick Oven Pizza 33,268 W 23rd St,[40.74525473] [-73.99818524],NY
1453,New York,LJ Pizza,754 10th Ave,[40.7654] [-73.9909],NY
1454,New York,John & Tony's,1097 1st Ave,[40.765915] [-73.95739],NY
1455,New York,2 Bros. Pizza,542 9th Ave,[40.757042] [-73.9936],NY
1456,New York,Two Boots Hell's Kitchen,625 9th Ave,[40.75984] [-73.9916],NY
1457,New York,King's Pizza,110 W 145th St,[40.82048] [-73.93656],NY
1458,New York,Joey Pepperoni's Pizza,493 2nd Ave,[40.74099] [-73.97904],NY
1459,New York,Papa John's Pizza,12 E 37th St,[40.7498] [-73.9823],NY
1460,New York,Papa John's Pizza,703 Lenox Ave,[40.81993] [-73.93671],NY
1461,New York,Don Filippo,1133 Lexington Ave,[40.77467509] [-73.95917539],NY
1462,Newark,Marios Pizza,960 S College Ave,[39.652432] [-75.749496],DE
1463,Newark,Sbarro,2077 Newpark Mall,[37.52823] [-122.000245],CA
1464,Newark,Extreme Pizza,5829 Jarvis Ave,[37.55239] [-122.048035],CA
1465,Newark,Pat's Pizza Family Restaurant (Pat'sPFR),40 Marrows Rd,[39.66441453] [-75.72714048],DE
1466,Newark,Love At First Slice,36601 Newark Blvd,[37.538795] [-122.034065],CA
1467,Newark,Christy's Pizza,15 E Church St,[40.05905] [-82.40235],OH
1468,Newberg,Abby's Legendary Pizza,1913 Portland Rd,[45.302832] [-122.960347],OR
1469,Newberry,Villaggio's Pizzeria,179 SW 250th St,[29.64498172] [-82.60638218],FL
1470,Newbury Park,Magoo's Pizza,722 N Wendy Dr,[34.18754161] [-118.9417219],CA
1471,Newfane,Marks Pizzeria,6181 Mckee St,[43.276] [-78.6983],NY
1472,Newnan,Johnny's Pizza,1111 Lower Fayetteville Rd,[33.37516519] [-84.7527771],GA
1473,Newnan,Joe Friday's Brick Oven Pizza,101 Newnan Crossing Byp,[33.393151] [-84.76058485],GA
1474,Newport,LaRosas Pizzeria Alexandria,4757 Alexandria Pike,[38.963214] [-84.393288],KY
1475,Newport Beach,California Pizza Kitchen,1151 Newport Center Drive,[33.608641] [-117.878113],CA
1476,Newton,Geppetos Pizza and More,114 N College Ave,[35.66397] [-81.22127],NC
1477,Newtown,Marco's Pizzeria,2102 S Eagle Rd,[40.23015] [-74.94066],PA
1478,Niles,Riggio's Restaurant & Pizzeria,7530 W Oakton St,[42.02602] [-87.81557],IL
1479,Niles,Nancy's Pizzeria,8706 W Golf Rd,[42.05480777] [-87.84323635],IL
1480,Noblesville,Pizza King,1225 S 10th St,[40.035328] [-86.01213],IN
1481,Norco,Papa Johns Pizza,110 Hidden Valley Pkwy,[33.897563] [-117.562643],CA
1482,Norfolk,Sals Pizza Military Hwy,1207 N Military Hwy,[36.863327] [-76.211507],VA
1483,Norfolk,University Pizza,5008 Colley Ave,[36.888756] [-76.295135],VA
1484,Norfolk,Catania Pizza,319 Granby St,[36.8505] [-76.29019],VA
1485,Norristown,Primos Brick Oven Pizza,772 E Johnson Hwy,[40.12517] [-75.317626],PA
1486,Norristown,Affamato's Pizza & Italian Restaurant,431 S Trooper Rd,[40.131535] [-75.40094],PA
1487,North Babylon,Villa Rosa Pizza,90 New York 109,[40.70488084] [-73.34823711],NY
1488,North Bend,LaRosa's Pizzeria Miami Heights,3785 Shady Ln,[39.164] [-84.6991],OH
1489,North Las Vegas,DeLucias Pizzeria,2345 E Centennial Pkwy,[36.274975] [-115.11845],NV
1490,North Myrtle Beach,Lucky's Pizza,755 Main St,[33.827017] [-78.678645],SC
1491,North Tonawanda,The WurliTzer Pizza Co,1401 Nash Rd,[43.060997] [-78.865475],NY
1492,North Wales,Franconi's Pizzeria,1200 Welsh Rd,[40.22709] [-75.25945],PA
1493,North Wilkesboro,Village Inn Pizza Parlor,1922 West Park,[36.1557128] [-81.16268548],NC
1494,Northampton,Marios Pizza,851 Main St,[40.676956] [-75.487083],PA
1495,Northbrook,Barnaby's - The Family Inn,960 Skokie Blvd,[42.13493101] [-87.79020786],IL
1496,Northbrook,Jake's Pizza,2722 Dundee Rd,[42.138706] [-87.846306],IL
1497,Northport,La Casa Pizza,1014-06 Fort Salonga Rd,[40.906588] [-73.316074],NY
1498,Northridge,zPizza,19300 Rinaldi St,[34.273601] [-118.554922],CA
1499,Northville,Aubree's Northville,20420 Haggerty Rd,[42.43673068] [-83.43467653],MI
1500,Novi,Benito's Cafe,24270 Novi Rd,[42.46747588] [-83.47447976],MI
1501,Nyack,Tarantella,128 Main St,[41.091491] [-73.920954],NY
1502,Oak Lawn,Grassano's,5651 W 87th St,[41.73383061] [-87.76301187],IL
1503,Oak Ridge,Bills Pizza Pub,1431 NC Highway 68 N,[36.164904] [-79.984403],NC
1504,Oakdale,Bella Bambinas Restaurant,4532 Sunrise Highway,[40.752917] [-73.118039],NY
1505,Oakland,Razzos,4312 MacArthur Blvd,[37.78713] [-122.194414],CA
1506,Oakland,Zachary's Chicago Pizza,5801 College Ave,[37.8463] [-122.2522],CA
